Height(Inches);Weight(Pounds);Sex;Age
68,71659;131,717;M;20
63,88437;108,6132;M;21
68,40851;114,5673;M;18
67,93251;133,5136;M;18
70,69674;135,8641;F;18
68,95083;148,1093;F;20
66,49457;123,5179;F;22
68,59369;120,8406;M;21
66,26442;116,2666;M;27
69,58656;123,8986;F;18
67,35651;119,32;F;18
69,68727;119,4097;F;24
68,44046;124,5933;F;28
68,47973;130,8802;M;21
65,45463;118,2058;F;19
66,8085;109,6357;M;18
70,05212;140,2298;M;21
67,43558;121,5764;F;20
66,54306;98,30262;M;20
67,32353;117,6173;M;21
67,9725;136,5104;F;26
69,03858;148,9791;M;19
67,69453;123,9665;M;18
69,30508;133,5957;M;18
65,39643;117,2334;F;21
68,35638;123,5943;M;30
65,36888;117,7674;F;20
68,36499;137,2321;F;22
71,15702;129,1996;M;18
69,25532;142,4032;M;22
66,6984;128,4838;M;24
69,17548;115,3008;M;24
68,31559;119,5309;M;18
67,81616;121,7224;F;22
68,56123;142,8442;F;23
66,23085;110,1171;M;27
68,95099;122,0958;M;22
67,86761;124,8188;F;22
68,05498;119,3169;F;18
67,73986;132,4571;F;18
69,83641;133,0316;M;18
70,68574;160,8831;M;21
64,54385;119,127;M;22
67,93112;138,516;M;21
67,77291;124,8232;F;28
69,41312;135,9744;M;21
67,77213;116,2254;F;19
67,79965;139,2002;F;21
67,98313;137,983;M;18
69,97983;144,5084;F;20
63,83261;109,1938;F;21
65,57212;127,228;M;18
69,34307;124,5517;M;21
67,28398;114,926;M;19
68,7435;132,5027;M;21
69,03112;125,3892;M;22
69,64426;128,4988;M;21
66,70052;117,7319;F;22
67,9143;112,9531;M;22
64,36849;126,1835;F;20
65,87507;118,7934;F;37
67,07427;125,4388;F;19
69,34545;124,9451;M;21
69,83212;145,5139;M;21
66,10245;116,7836;F;18
69,26205;132,5216;F;21
68,33525;114,8933;M;20
69,38017;122,8594;M;23
69,12887;130,5782;M;21
68,44658;119,1058;M;22
66,34542;133,8204;M;20
70,03275;128,5779;M;18
70,16523;139,0179;M;27
68,18324;101,2876;F;24
70,12378;140,958;M;18
68,4296;134,6146;M;22
66,43974;129,9482;F;21
71,72703;139,064;M;21
70,72387;135,1996;M;21
68,09022;129,682;F;18
70,12976;129,1395;M;24
66,05393;129,0051;F;18
69,77059;112,7357;F;22
68,15816;126,1123;F;22
69,91372;118,3724;F;26
65,34461;122,9731;F;20
68,35621;130,3663;F;20
64,50585;114,226;M;20
67,95491;115,7854;M;21
68,57621;137,9526;M;20
68,12257;112,2435;M;26
68,77583;137,237;M;21
67,92593;124,9418;M;19
69,1484;135,0961;M;18
63,20539;114,4199;M;18
69,2442;122,1823;M;19
65,88645;129,375;M;22
67,85186;129,9448;M;22
65,57418;140,4557;F;23
66,70819;120,8977;M;22
69,172;129,159;F;18
69,23593;137,1397;M;19
67,57232;145,2218;F;20
69,50518;140,0956;M;21
70,60288;124,12;F;22
66,54152;135,6875;F;20
69,11494;127,756;M;18
69,951;144,0475;F;20
67,70347;131,9333;M;28
69,19028;135,5263;M;21
67,8047;151,3579;F;18
67,62532;124,7073;F;18
70,36898;135,274;M;21
71,02595;136,5388;M;18
69,8452;137,8778;F;20
67,08638;114,2066;F;18
68,62013;141,5844;F;19
64,37275;111,0969;F;22
65,93523;126,3868;F;20
65,24285;132,8885;M;24
70,51481;144,7904;F;21
66,61129;108,3859;M;21
67,13394;124,1348;F;18
66,77634;129,4462;M;20
67,69385;131,3339;F;27
67,82809;111,6411;F;24
66,63254;111,6422;F;23
67,62229;140,3178;F;28
69,66798;125,5286;M;20
62,75039;114,49;F;20
64,53878;113,998;M;20
68,01929;117,1931;F;26
66,38551;138,3156;F;26
70,18724;122,3712;F;18
64,646;132,9431;M;24
67,48819;124,0449;M;22
72,01807;144,1591;M;26
66,61356;115,4581;F;22
65,81803;116,5192;F;18
71,16185;139,6139;F;20
68,51977;133,2364;F;18
64,96088;120,025;M;27
66,88268;123,1111;M;19
70,3531;132,8462;M;19
67,71744;120,9359;M;20
66,03333;129,7702;M;26
68,9826;136,9118;M;20
68,60237;131,121;F;19
66,8408;133,484;F;18
68,03659;136,3871;M;24
64,79586;131,4559;M;22
70,55126;126,1986;F;24
68,28166;115,046;F;26
68,77574;130,3178;F;21
67,09315;131,6954;F;18
70,14303;135,6519;F;19
65,46833;120,3029;F;21
69,02275;129,1442;F;22
74,24899;150,2167;F;20
64,08575;120,2076;F;26
67,57977;132,153;M;22
69,19395;132,1247;F;19
64,48615;119,5029;M;21
68,75888;136,7629;F;20
68,45184;147,7846;M;18
66,44205;145,5992;F;21
70,1756;124,9662;M;22
67,1386;127,902;M;32
66,91548;125,9147;F;20
68,63357;109,6821;M;27
66,95697;107,7733;F;23
69,97351;134,1099;M;22
66,92568;134,901;M;21
68,76347;139,6364;M;21
67,40692;127,0273;F;20
65,74615;134,7717;F;30
65,88357;99,97124;M;18
66,77623;129,4522;M;18
66,9622;129,3592;F;24
63,46642;103,6594;F;34
68,35224;115,7327;M;19
64,43147;104,8874;M;21
63,52175;131,0054;M;20
66,86196;129,0709;F;20
65,53651;102,5494;M;24
71,82306;133,2257;M;22
68,86538;146,3008;F;27
70,79207;140,8125;F;22
69,02139;132,4618;F;21
67,3527;118,8437;F;23
66,3294;133,4495;F;22
67,75792;134,882;F;22
68,64796;129,6789;F;18
68,18784;136,7318;F;26
71,53978;133,9981;M;22
68,58959;128,1324;F;22
71,33959;130,2482;F;18
67,18757;130,2934;F;24
67,70033;128,3208;M;20
64,13048;134,0501;M;18
69,90087;140,5808;M;21
66,72044;115,1936;F;21
69,3532;135,8445;M;21
69,70788;142,8508;M;20
67,73755;143,0931;F;19
68,16879;114,9519;F;21
71,94697;149,4261;M;21
67,37481;132,0558;M;18
65,34039;127,0174;F;21
65,63768;103,3615;F;27
68,91559;125,3216;F;20
65,44571;130,6423;F;21
68,11726;124,3662;F;21
69,52284;140,6019;M;27
69,40202;124,229;M;22
70,00803;132,9642;M;27
68,59817;130,2067;F;28
64,76508;106,6241;F;21
67,52805;108,9888;M;26
66,71974;109,9473;F;21
67,94808;124,363;F;22
69,09682;131,5021;F;20
70,04724;137,4264;M;21
67,92097;116,0228;F;26
67,99135;117,9061;F;18
68,92023;116,7259;M;24
66,75149;115,4633;F;18
68,07152;129,9734;M;26
68,75961;148,9128;F;28
70,93048;126,0818;F;18
68,29873;115,4952;F;21
69,25316;158,7833;M;33
68,39327;141,2064;F;21
68,48007;129,838;F;26
69,47286;137,0682;F;18
66,33003;123,2428;F;20
66,88679;117,9651;F;22
65,20091;102,4998;M;27
68,37273;130,6338;M;23
67,10601;144,6224;F;24
62,64242;100,1982;F;24
69,06906;120,2937;F;20
71,15727;144,3108;F;21
68,93324;114,8805;M;23
68,10686;141,5328;F;18
64,45765;114,6963;F;19
65,96736;121,6607;F;23
68,73038;119,3241;M;21
70,53564;135,206;M;19
67,40711;115,9409;M;24
66,11309;123,2264;F;33
69,47433;133,0619;M;22
70,95476;136,3442;F;22
65,56715;124,1401;F;30
65,49243;116,2944;F;21
68,89342;133,1669;M;24
67,59755;137,941;F;22
66,1724;133,3173;M;23
68,70371;114,2219;M;19
65,47651;137,6516;F;19
67,72604;131,5375;M;30
70,02202;137,2221;M;24
69,72107;135,1331;M;26
67,90954;113,9257;M;20
65,61306;132,5883;M;22
71,40631;133,5753;F;18
66,27843;106,7793;M;23
65,0276;95,18466;F;30
65,68922;114,2675;M;20
66,85743;126,4804;M;20
68,23;126,7087;F;22
66,12036;110,9096;F;22
71,32591;132,3678;F;22
70,2075;133,7174;M;22
71,03619;144,0125;F;18
68,18528;129,9098;M;24
68,99195;106,5697;M;21
67,95745;121,9433;F;20
69,49971;118,1623;M;32
67,12538;106,6739;F;18
67,75678;128,444;F;18
67,67958;127,4595;F;24
64,71984;102,93;M;24
69,72873;127,8299;F;21
68,50234;139,7868;F;20
70,56446;133,2813;F;21
66,58715;120,2949;F;21
63,80202;102,4047;F;21
66,38836;134,2056;M;26
66,7895;121,4804;M;21
66,99003;108,2574;F;22
72,61998;145,8469;F;30
67,80601;114,9258;F;20
68,63913;124,6757;M;23
65,81803;113,619;M;18
66,5755;126,2651;F;20
66,40067;124,0382;M;22
66,75992;120,554;F;33
69,02475;124,4235;M;22
70,24902;130,1726;F;26
70,18308;137,2733;M;21
67,63509;126,9051;F;21
66,43547;118,2885;F;21
67,50559;119,6817;F;18
68,19559;134,332;F;21
66,32293;120,0364;M;21
70,33673;140,2713;M;30
67,9766;139,4025;M;20
66,07451;105,1086;F;19
68,00118;140,3289;M;22
65,48497;139,7691;F;18
66,99532;118,4896;M;22
69,89331;121,8301;M;23
68,03229;130,3482;M;21
70,00989;138,2214;F;19
66,91337;119,9847;F;34
71,43101;141,5275;M;20
64,42386;128,0746;F;22
68,63254;122,6639;M;18
70,14808;135,5841;M;19
69,94628;158,7993;M;18
66,40808;103,1971;F;22
65,27161;122,9332;F;28
67,02796;119,343;F;21
66,333;139,5722;M;24
70,05322;124,1145;F;18
71,49315;132,5483;M;21
67,11911;116,0712;F;18
72,52115;162,8737;F;23
68,59945;131,1394;M;21
66,72202;124,8745;M;22
68,33163;123,738;F;27
66,52804;119,0115;F;24
69,80841;135,4606;F;24
70,18855;139,6563;M;19
67,70646;120,3449;F;20
66,73552;113,0404;F;18
68,37589;115,658;F;21
68,14008;128,6282;M;19
65,33269;96,52385;M;21
68,27634;122,6695;M;27
69,17767;129,3968;M;28
66,47919;128,8422;F;18
66,27731;133,0853;F;22
67,80211;130,1248;F;20
72,66613;138,9119;F;20
70,62111;138,9252;F;18
67,45131;105,9085;F;22
68,51925;135,4393;M;23
72,05853;147,3129;F;22
64,71472;108,7636;M;28
66,49054;128,9625;F;22
71,9151;147,7867;F;22
68,37932;128,5716;M;18
69,44208;127,4285;F;20
65,67788;128,9123;M;21
67,97944;123,3621;M;26
68,18702;122,0501;M;28
67,96766;159,6644;F;39
67,69418;121,5022;F;19
66,85727;124,3686;F;30
68,50423;130,5608;F;23
66,46892;117,7781;M;21
70,53609;147,1473;M;21
68,60163;128,6512;F;24
67,13712;115,6854;M;22
63,82574;104,102;M;23
67,39413;122,4406;M;21
71,3131;124,6131;F;33
67,98003;100,4089;F;24
67,8037;131,8038;F;26
71,05584;134,7575;F;20
70,6785;148,5516;F;20
69,45454;151,3435;M;26
67,75404;121,4032;M;21
66,37759;132,7138;F;22
66,90907;118,1243;M;20
67,36022;120,412;F;20
70,03559;141,4458;F;18
74,19488;129,0597;F;20
68,44192;129,3121;M;20
68,86465;148,5716;M;18
66,41874;112,319;F;22
68,58215;130,0932;F;22
69,01529;123,1712;F;22
64,12752;99,36058;F;28
72,58824;139,1404;F;24
69,53845;131,9771;M;21
69,32255;127,7025;F;20
67,26117;136,8449;M;24
68,8089;126,4916;M;26
65,83333;111,1847;M;22
69,14631;128,5255;F;21
66,76436;123,1419;M;20
68,10866;141,374;F;22
66,52579;127,0178;M;21
66,72267;118,0513;F;21
66,66847;115,3536;F;22
66,13808;136,9275;F;18
68,04169;126,5685;M;19
67,37032;129,216;M;21
68,37927;142,1694;F;28
68,64261;136,578;M;19
67,06567;121,962;F;20
69,29222;146,9053;F;24
69,97624;142,657;M;24
68,36664;140,2292;F;26
68,2079;109,8398;F;20
67,34824;134,8916;M;23
65,91384;127,6066;M;22
67,37608;108,9719;F;19
70,77374;138,4284;F;20
72,8469;151,4509;M;22
64,95583;130,0036;M;18
68,67514;113,0897;F;22
68,73548;129,1464;F;24
67,33471;133,1919;M;22
66,68746;124,866;M;27
65,85168;121,4815;F;27
70,81582;137,8631;F;26
65,09564;125,8314;M;20
70,61931;135,3299;F;21
67,96031;107,3931;M;20
70,68803;144,1915;M;24
66,34093;100,5991;F;19
71,98092;130,1721;M;22
70,17314;140,8988;F;24
70,63179;143,6734;F;28
64,87469;90,29334;M;21
69,62426;130,4148;M;20
65,17407;123,8754;M;26
69,09608;154,0757;M;20
71,81975;137,4948;F;18
68,66104;141,8174;M;22
67,17895;126,8401;M;21
68,00257;131,9545;M;18
70,77144;120,9803;M;19
68,82564;119,7816;F;20
70,04554;127,7472;F;19
68,95339;134,2469;M;22
64,41355;108,5235;F;19
63,82854;125,0611;M;18
68,3559;123,0197;F;21
69,25516;129,8861;M;21
73,38109;154,8178;F;18
69,36199;151,9248;M;21
70,71977;135,6969;F;18
67,59075;127,2047;F;21
70,98644;137,876;F;19
67,73825;124,4771;F;26
71,10527;154,6002;F;20
71,95975;134,0699;F;19
65,74155;117,4639;F;22
65,64344;128,3519;M;20
68,37038;118,1031;F;21
70,50701;127,8238;F;19
66,43263;129,914;F;24
66,60278;131,3221;F;19
68,03472;128,1544;M;22
69,83384;122,8347;F;21
68,22043;143,5868;M;28
67,78035;106,5681;F;21
67,1894;124,9457;F;18
66,17013;113,6761;F;19
65,98555;105,4988;M;26
70,37458;125,3804;F;18
66,98272;120,0159;F;18
69,07135;135,0513;M;18
64,39778;112,0501;M;21
70,30031;126,6445;M;21
68,46686;126,7371;F;22
68,07287;138,6844;M;20
69,65267;143,346;F;24
67,85116;124,6758;M;22
68,81195;119,2154;M;18
68,88093;129,5162;M;24
71,2914;141,2136;F;26
64,93822;124,9304;M;18
64,39593;117,6936;F;27
67,61191;128,117;M;19
65,36431;125,507;F;21
68,57192;139,9115;F;18
69,63015;132,5572;M;22
64,66196;129,5233;F;24
71,18005;139,3905;M;18
65,6959;121,712;M;23
66,05318;122,7607;M;19
67,04924;117,4026;F;26
68,42541;135,9146;M;22
68,54306;123,838;M;26
65,95454;102,8468;F;22
66,95297;119,3281;M;19
64,91704;104,4281;F;21
66,59452;129,2376;F;20
68,17706;138,2296;F;19
69,573;138,6461;F;20
71,65878;130,4121;F;19
65,06775;124,4317;M;19
66,85523;127,9011;F;22
67,84366;125,2683;F;18
69,22848;121,1672;F;20
69,75159;128,1437;M;22
67,48764;121,494;M;18
68,12465;129,3746;M;20
68,50207;127,4765;M;19
67,50188;113,1406;F;18
68,83511;132,5812;F;20
65,40895;110,5741;F;19
68,31175;139,194;F;21
68,78411;128,757;M;21
65,39974;132,9714;F;21
66,754;125,0153;M;22
65,37482;95,80713;F;22
70,65043;152,9084;M;32
70,97634;121,217;F;20
66,75895;127,448;M;18
66,26857;120,2754;M;22
67,34174;127,4945;F;18
67,39093;111,026;F;26
71,04158;153,5447;F;24
63,7418;110,9415;F;20
66,91954;121,0967;M;20
65,84956;123,5086;M;24
67,03723;116,363;F;27
67,92717;134,9384;M;19
66,72742;113,8451;M;18
66,34696;113,0531;F;18
66,53015;127,5692;M;20
68,60951;125,1506;F;19
66,11208;115,4493;F;19
67,01143;138,9409;M;19
70,45763;133,292;M;22
65,3277;130,5079;F;20
67,28212;114,2578;F;19
70,37548;137,6167;F;20
68,04608;114,5218;F;19
70,36839;139,4884;F;19
68,38089;124,6962;M;20
67,78852;130,045;M;19
69,77907;141,782;M;21
69,59613;125,4556;M;18
67,9806;119,1796;F;19
65,84256;107,0361;F;27
66,99247;125,3591;M;19
63,54764;115,7565;M;26
71,50943;128,7986;F;20
69,94093;129,3747;M;26
71,21029;145,662;F;19
71,56281;123,6062;F;19
65,31159;124,6278;M;19
65,18491;122,7439;M;20
65,25283;120,2892;F;24
67,46596;128,6295;M;19
67,27426;111,5271;F;18
64,97376;117,7437;F;21
64,60687;109,4645;F;20
69,736;132,9405;F;19
67,7749;124,1881;F;19
69,30528;136,8094;F;19
71,38338;143,1901;M;24
65,60915;117,3002;M;22
66,23041;130,8166;F;19
66,53307;137,4417;M;20
67,51649;128,97;F;18
67,72325;114,6422;M;20
68,57113;138,4685;F;28
66,23808;123,19;M;24
67,75308;121,9934;F;18
68,2829;149,3778;F;20
68,40175;137,21;F;22
66,09433;138,6653;F;20
70,03545;118,8309;M;22
65,46717;116,7297;F;19
66,46693;131,5675;M;21
67,85512;129,5762;M;22
70,36596;131,4946;M;18
68,09483;125,1984;M;19
70,06267;131,8467;F;21
67,65661;121,0286;M;33
69,08508;121,8685;M;19
68,40932;147,9118;F;19
69,12972;130,6309;M;19
67,97094;139,9751;M;19
67,62895;126,6522;M;21
66,80442;116,7992;M;19
68,57388;132,4308;F;24
67,45375;130,6493;F;18
68,6366;132,6351;M;27
65,92344;124,4934;F;19
70,69799;129,6396;F;18
68,09362;131,2952;F;19
69,50493;121,3845;F;18
67,03953;116,8423;M;24
69,04839;143,4353;F;24
70,66314;140,0996;M;18
67,94574;127,1524;F;36
68,5127;116,4033;M;18
68,81282;145,5938;F;24
67,15097;136,0613;M;19
68,34367;126,2249;M;24
67,38561;130,9905;F;20
64,88607;131,7105;F;18
65,5339;125,1818;M;18
69,3919;147,0456;F;20
66,46889;109,3503;F;20
63,25683;120,7578;F;20
67,61546;112,4772;M;21
69,88085;138,4517;M;20
70,15703;136,7186;F;18
70,61107;136,0144;M;18
71,3845;148,7104;F;20
66,53779;120,4476;F;21
71,05961;133,5431;F;20
67,63928;140,0484;M;24
63,8441;129,0091;F;24
66,79275;121,0921;F;23
68,61061;125,6694;F;26
70,40975;117,6691;M;27
65,20379;133,959;M;22
69,08499;121,968;F;20
68,29678;135,3754;M;22
65,83832;111,6269;F;26
67,18313;117,3099;M;26
67,87544;131,75;M;27
67,51672;130,3517;F;26
67,98827;124,7463;F;28
70,33848;127,5476;F;22
67,29728;118,5713;M;26
65,95685;118,7344;M;18
65,2832;117,239;F;21
71,86035;127,4872;F;19
67,32069;128,9596;M;20
68,52503;147,7036;M;24
69,74627;132,158;F;22
65,75926;129,6624;F;18
67,26104;142,583;M;24
67,59186;123,1966;M;18
65,54701;114,619;M;20
70,57745;134,1679;F;19
64,93595;129,3978;M;20
69,85715;133,0797;F;23
70,81884;130,0722;F;23
68,30112;139,2852;F;24
67,54828;131,5521;F;23
71,89737;135,3276;M;23
68,81871;130,5668;F;30
68,57948;144,8947;F;22
66,01716;121,8662;M;30
67,25756;110,649;F;19
70,5545;150,0971;F;24
66,29452;123,8581;F;23
68,57082;128,4226;F;23
68,60497;125,197;F;21
67,99508;129,7427;F;18
66,12931;125,7215;F;20
66,41232;132,001;M;18
68,42482;140,054;F;19
66,80813;114,1178;F;27
67,72371;116,1322;F;28
70,99035;117,7071;F;19
67,56098;131,2855;F;26
69,12684;113,6105;M;26
67,97635;144,7629;F;23
66,30036;141,6047;M;19
69,30957;140,0213;M;21
65,63213;108,4237;M;23
66,22333;117,2512;F;20
66,74595;126,77;F;19
69,66252;135,074;F;18
68,21548;132,0189;F;20
69,28403;109,2101;F;27
69,64359;127,8589;M;22
71,48035;122,0737;M;26
69,37451;137,6851;M;20
65,19039;127,5918;M;30
64,02516;111,5819;F;19
66,58522;121,3966;F;20
65,81355;138,8427;F;18
66,10408;116,5048;F;21
68,56408;137,4424;F;20
67,89191;121,9768;F;18
71,42475;116,8105;F;21
65,98772;126,0482;F;20
70,95594;114,7284;M;22
64,37344;126,7487;M;20
69,76692;131,342;M;19
66,46755;119,0926;M;27
67,76109;137,8646;M;26
71,17728;129,5914;F;18
67,31413;128,105;M;21
70,22181;137,4504;F;22
69,28985;129,6324;F;20
66,35778;133,4823;F;20
69,27648;124,7911;M;22
66,3778;113,9428;F;24
63,24012;116,8399;F;24
69,18211;138,7521;M;20
69,11432;125,4607;F;23
67,48024;130,5948;M;20
69,75327;134,2699;M;20
69,62313;143,4724;F;30
65,95463;142,254;F;18
68,89125;139,8464;F;26
67,23829;132,4897;M;23
67,73728;138,5529;F;21
68,72443;123,1153;F;20
65,20195;132,6998;M;23
66,2865;106,6149;F;26
68,01878;134,9917;F;23
66,89261;130,92;M;22
67,79814;122,4887;M;18
66,6555;136,0645;M;24
69,77338;119,5334;F;21
68,42446;117,7405;M;20
65,55531;115,5734;F;18
68,34513;104,7006;M;18
66,26115;123,6592;F;22
66,40599;138,5289;M;26
68,64386;132,2257;M;20
68,70476;117,2914;F;19
68,03119;141,6933;F;19
66,25774;129,6313;M;20
64,0967;94,51219;M;23
67,0669;120,6412;M;24
65,80509;121,3762;F;23
68,05092;133,2667;M;23
67,52718;127,9032;F;21
66,35888;123,3962;F;21
70,87196;136,9675;F;22
68,29448;114,1357;F;22
67,0344;118,0845;M;23
70,91179;121,8608;F;18
68,77458;145,5199;F;20
68,8064;128,9862;M;24
66,80841;110,4729;F;19
65,02676;126,9126;F;19
71,83389;141,1132;F;23
67,41125;138,183;M;21
68,8635;132,6335;M;19
66,39633;127,2025;F;23
67,90122;146,2561;M;24
69,04019;141,6517;F;22
66,26552;126,5209;M;18
68,4645;121,554;F;21
66,8815;116,5904;M;22
71,36376;139,0275;F;24
66,06344;116,2031;M;21
66,64834;115,7431;M;20
67,3297;116,8138;F;22
68,20575;138,6574;F;22
69,59793;108,5229;F;28
67,50819;133,6747;M;18
68,00385;128,0916;F;30
69,51431;128,6687;F;23
68,00582;115,4484;F;18
67,59357;125,0018;M;19
69,78942;136,4816;M;26
72,36491;121,9301;M;19
68,13393;126,8874;F;24
67,83776;119,9595;M;21
68,87619;142,2743;F;23
66,04124;129,9792;M;20
65,81569;131,1604;F;21
69,22762;128,8601;M;19
64,72395;111,9433;M;19
68,48588;132,3867;M;26
68,28041;134,2844;M;21
65,5087;127,6919;M;21
66,73361;114,5415;M;26
69,20114;138,1499;M;22
71,44618;140,358;F;23
70,08869;125,9099;F;20
69,6745;134,4383;M;23
71,68575;136,6572;F;26
71,09849;123,5248;F;21
67,65215;130,345;F;21
70,41131;149,8413;M;30
68,33638;115,5647;M;22
64,72321;109,6661;M;26
64,6035;108,8823;F;30
66,92416;112,3914;M;22
68,46553;130,0139;M;22
67,19789;136,8066;F;24
67,78929;111,1892;F;19
66,6783;119,3179;F;22
67,38496;120,1224;F;20
68,00018;124,093;M;21
65,27378;117,8442;F;21
69,14142;142,1545;M;22
67,46178;122,3342;F;26
68,87277;115,7081;F;19
68,02365;136,5833;F;22
70,33914;120,5965;F;22
68,05498;121,269;M;24
66,63059;133,5937;M;27
66,23781;127,541;M;19
70,68625;139,1153;M;30
67,92487;140,4052;M;23
67,98283;124,3543;F;18
67,83966;136,9707;F;18
70,87256;136,9799;M;21
68,67371;129,9913;F;18
65,63433;113,6199;F;27
66,98566;127,6126;F;18
69,39665;117,966;M;26
67,97483;127,2407;F;26
69,02449;123,8412;M;18
65,06479;121,2687;M;27
68,67376;118,5378;F;19
67,57063;115,4182;F;24
66,86965;131,2651;F;24
66,42749;110,3212;M;34
68,42186;129,2128;M;24
69,83543;140,8802;M;22
66,38544;121,1068;F;20
69,67951;134,4281;F;18
66,10079;116,2489;M;22
65,82617;117,8009;F;19
68,71368;126,455;M;21
71,38503;137,1076;F;24
69,73254;152,1776;F;22
68,37367;128,6175;F;22
65,05453;113,9725;F;30
64,38195;105,9582;M;22
69,22384;134,3052;F;22
66,67906;132,4565;F;19
69,15689;134,3756;M;27
67,53215;146,8833;M;20
70,71198;131,2724;F;23
69,06844;132,9619;F;19
66,36641;140,4684;F;22
69,74416;144,838;M;21
69,72221;129,261;F;21
67,005;138,036;M;22
68,39904;125,5747;F;21
65,72237;129,4743;M;21
70,41527;129,4677;M;20
66,08413;105,1944;F;21
66,34093;125,2679;F;21
65,25134;128,237;F;18
67,53562;123,3362;F;26
68,21037;110,8623;M;19
67,41542;114,4586;F;21
69,8279;137,2435;F;23
66,30495;125,8706;F;20
69,06175;140,8451;F;26
69,64603;131,2554;M;18
70,75572;140,12;M;27
67,51414;138,8613;F;20
67,50856;117,374;F;26
67,30225;109,9978;M;28
67,76966;129,4122;F;24
70,13058;135,1643;M;24
66,28125;108,1378;M;26
72,48112;146,3046;M;28
66,93464;127,6499;F;20
67,24385;133,5096;F;21
69,30013;124,8396;M;19
71,68649;123,4209;M;22
69,69329;125,1731;M;23
68,22858;116,5013;M;27
70,77195;124,5635;M;21
69,63875;132,8562;F;24
67,5239;124,2136;M;22
70,26869;137,6254;M;19
67,32622;112,2365;F;20
65,82766;117,92;F;22
67,28046;107,1366;M;21
68,47687;127,8631;M;21
66,16499;119,5914;F;18
71,12585;129,7663;M;24
67,51094;126,2753;F;19
67,98365;120,6916;F;21
70,76255;147,2496;F;23
68,13751;123,8089;M;23
69,7139;124,9097;M;23
69,28011;129,2576;M;18
67,72134;133,2142;F;26
71,35771;134,9818;M;24
65,01169;115,4612;F;21
66,57282;114,2201;F;24
66,2121;126,4372;M;39
68,42587;121,5315;F;23
68,25899;137,3384;F;19
71,66231;130,1496;F;20
70,73674;149,3463;M;22
68,81489;131,8088;F;21
