Indice,Altura,Peso,Sexo,Idade,IMC
792,1.71,63.3,M,28,21.6
793,1.71,58.8,F,26,20
794,1.68,61.2,F,23,21.6
795,1.8,71.8,F,26,22.1
796,1.66,61.6,F,28,22.2
797,1.72,68.1,M,19,23.1
798,1.75,67.7,F,20,22.2
799,1.71,72.6,M,18,24.8
800,1.73,63.6,F,21,21.2
801,1.78,70.3,F,21,22.1
802,1.71,70.9,M,20,24.3
803,1.79,70.3,F,22,21.9
804,1.7,63.8,F,18,22.1
805,1.71,66.9,M,30,22.9
806,1.69,65.3,F,21,23
807,1.73,64.3,F,18,21.5
808,1.72,71.1,F,19,24
809,1.67,71.4,M,35,25.6
810,1.82,77.4,M,18,23.5
811,1.81,77.7,M,26,23.7
812,1.78,76.4,M,22,24.2
813,1.74,61.9,F,34,20.4
814,1.67,65.2,F,20,23.4
815,1.77,82.2,F,20,26.3
816,1.79,72.2,M,24,22.5
817,1.72,59.3,M,22,20
818,1.69,67.5,F,21,23.7
819,1.71,67.3,F,18,22.9
820,1.76,70.9,F,22,22.8
821,1.75,61.3,F,20,20
822,1.75,75.5,M,22,24.5
823,1.73,71.8,F,21,23.8
824,1.75,68.7,F,27,22.5
825,1.71,70.4,M,23,24.2
826,1.75,68.9,F,20,22.6
827,1.79,76.6,M,18,23.9
828,1.72,69,M,24,23.3
829,1.75,76.4,M,21,24.8
830,1.69,71.4,M,18,25
831,1.73,60.1,F,24,20.1
832,1.7,61.9,F,21,21.4
833,1.71,61.6,F,24,21
834,1.74,66.9,F,20,22
835,1.75,66.8,F,24,21.8
836,1.68,59.7,M,18,21.1
837,1.75,66.3,F,24,21.6
838,1.67,72.3,M,24,25.8
839,1.69,67.7,M,22,23.8
840,1.65,69.3,M,21,25.4
841,1.78,77,M,20,24.3
842,1.79,74.4,F,22,23.2
843,1.75,71.9,F,26,23.5
844,1.74,62.6,F,18,20.6
845,1.75,69.2,F,24,22.6
846,1.59,64.7,F,19,25.7
847,1.69,72.2,M,22,25.4
848,1.72,78,M,26,26.4
849,1.73,70.7,F,24,23.7
850,1.7,63.4,M,19,21.8
851,1.74,61.7,F,20,20.4
852,1.66,72.8,M,21,26.6
853,1.77,71.5,M,21,22.7
854,1.8,79,M,20,24.4
855,1.81,71.4,F,21,21.8
856,1.7,63.9,F,21,22.2
857,1.7,65.8,F,27,22.9
858,1.76,73.7,F,19,23.9
859,1.78,70.4,F,21,22.2
860,1.71,65.4,M,21,22.3
861,1.68,65.1,M,20,23
862,1.81,65.1,F,18,20
863,1.72,74,F,21,25.1
864,1.79,78.9,F,21,24.6
865,1.7,65.1,F,21,22.5
866,1.7,58.8,F,18,20.4
867,1.77,69,M,23,22.1
868,1.77,69.5,F,19,22.2
869,1.72,61.4,M,23,20.9
870,1.66,58.6,F,28,21.3
871,1.75,71,M,20,23.1
872,1.74,70.7,M,26,23.4
873,1.72,75.5,M,23,25.6
874,1.78,68.5,M,20,21.6
875,1.76,65.3,F,18,21
876,1.68,67.9,F,21,23.9
877,1.77,68.7,M,22,21.9
878,1.74,61.4,M,22,20.3
879,1.78,74.1,M,24,23.4
880,1.73,68.3,M,18,22.7
881,1.73,65.1,F,20,21.7
882,1.74,78,M,22,25.8
883,1.68,64.6,M,18,22.8
884,1.71,77,M,20,26.3
885,1.71,68,F,20,23.4
886,1.76,71.8,F,24,23.1
887,1.65,58,F,21,21.3
888,1.65,74.2,M,21,27.1
889,1.76,67.8,F,32,21.9
890,1.65,67.1,F,22,24.6
891,1.79,71.5,F,22,22.3
892,1.73,75.7,F,20,25.3
893,1.82,76.5,M,20,23.2
894,1.82,64.8,F,21,19.5
895,1.7,54.2,F,26,18.8
896,1.75,70.4,M,24,22.9
897,1.73,67,F,20,22.4
898,1.7,67,F,20,23.3
899,1.74,74.5,M,22,24.6
900,1.69,72.4,F,23,25.3
901,1.73,69.7,M,26,23.3
902,1.74,72.9,M,21,24.1
903,1.76,83,M,18,26.8
904,1.75,63.3,F,19,20.7
905,1.69,60.5,M,19,21.2
906,1.72,76.1,F,27,25.9
907,1.65,63.2,F,19,23.2
908,1.69,63.4,F,18,22.3
909,1.76,65.9,F,18,21.3
910,1.7,62.1,F,22,21.4
911,1.78,72.9,F,20,23.1
912,1.71,66.4,M,21,22.7
913,1.74,71.4,M,23,23.5
914,1.68,64.1,F,19,22.6
915,1.67,58.5,M,20,21
916,1.84,72.3,M,24,21.4
917,1.73,69,F,18,23.2
918,1.73,63.6,F,19,21.2
919,1.74,75.4,F,27,24.9
920,1.74,69,M,20,22.8
921,1.73,67.2,F,20,22.5
922,1.76,66.2,F,20,21.5
923,1.74,68.3,F,22,22.6
924,1.65,67.9,M,34,25.1
925,1.72,59.7,F,18,20.1
926,1.67,67,M,22,24
927,1.77,69.3,F,18,22.1
928,1.7,68.8,M,19,24
929,1.78,81.9,M,18,25.8
930,1.68,63.7,M,24,22.6
931,1.68,68.4,M,24,24.4
932,1.75,67.3,F,20,21.9
933,1.72,66.7,M,32,22.5
934,1.65,61.8,M,21,22.6
935,1.68,62.8,M,19,22.4
936,1.73,73.9,F,21,24.6
937,1.8,63.7,F,18,19.7
938,1.7,68,F,24,23.5
939,1.71,74.1,M,20,25.3
940,1.88,69.3,M,20,19.6
941,1.68,74.3,M,18,26.2
942,1.69,70.3,F,21,24.5
943,1.72,64.2,M,24,21.6
944,1.69,67.9,M,20,23.6
945,1.64,61.4,M,19,22.7
946,1.71,77.9,M,28,26.6
947,1.74,76.8,F,24,25.2
948,1.67,67.5,M,22,24.1
949,1.78,68.7,F,19,21.7
950,1.75,65.9,M,26,21.5
951,1.74,66.1,F,24,21.7
952,1.7,64.9,F,22,22.6
953,1.76,62.2,F,18,20.1
954,1.8,76.6,F,19,23.8
955,1.71,70.8,M,27,24.2
956,1.68,68.1,M,18,24.1
957,1.75,70.7,M,22,23.1
958,1.68,66.1,F,22,23.4
959,1.72,74.5,M,19,25.3
960,1.74,70.2,F,27,23.3
961,1.7,72.9,M,20,25.1
962,1.71,65.3,F,22,22.2
963,1.75,67.6,F,27,22.1
964,1.77,75.4,M,24,24
965,1.74,77.1,M,24,25.4
966,1.8,71.7,M,24,22.2
967,1.79,66.8,M,20,20.9
968,1.73,64.5,F,22,21.6
969,1.79,66.8,M,21,20.9
970,1.76,72.3,F,22,23.3
971,1.75,79,F,24,25.9
972,1.73,76.7,M,20,25.5
973,1.72,66.6,F,21,22.4
974,1.69,66.6,M,22,23.4
975,1.72,64.2,F,19,21.6
976,1.74,61,F,24,20.3
977,1.74,65.2,F,21,21.7
978,1.65,61.1,M,22,22.4
979,1.68,54.9,F,21,19.4
980,1.72,75.7,M,19,25.6
981,1.71,57.5,F,19,19.6
982,1.75,67.9,M,21,22.3
983,1.72,64.3,M,19,21.7
984,1.72,63.6,M,18,21.4
985,1.78,68.1,F,20,21.4
986,1.74,68.9,F,20,22.9
987,1.76,80,M,20,25.7
988,1.76,62.6,F,20,20.3
989,1.77,63.6,F,18,20.3
990,1.69,68.5,F,22,23.9
991,1.72,63.9,F,22,21.5
992,1.74,63.7,M,22,21
993,1.8,75.4,M,19,23.2
994,1.68,73.2,M,35,25.8
995,1.73,67.5,F,22,22.6
996,1.84,77.1,M,20,22.7
997,1.76,63,F,22,20.3
998,1.71,73.4,M,22,25.2
999,1.79,71.2,F,18,22.2
1000,1.7,66.6,M,26,23.1
1001,1.81,71.1,F,18,21.7
1002,1.71,65.2,F,18,22.3
1003,1.68,75.6,F,18,26.9
1004,1.74,62.3,F,21,20.6
1005,1.77,83.7,M,20,26.7
1006,1.76,71,M,21,22.8
1007,1.78,73.9,M,19,23.4
1008,1.73,71,M,18,23.8
1009,1.7,74.1,F,18,25.7
1010,1.7,63.8,F,20,22
1011,1.71,72.2,F,22,24.7
1012,1.72,65.1,M,21,21.9
1013,1.71,65.5,M,27,22.3
1014,1.81,72.6,F,18,22.3
1015,1.72,63.9,F,18,21.7
1016,1.8,71.4,F,24,21.9
1017,1.74,64.3,F,28,21.2
1018,1.65,67.1,M,21,24.6
1019,1.74,70.3,F,19,23.1
1020,1.63,68.8,M,18,26
1021,1.68,72.1,M,21,25.7
1022,1.63,70.6,F,20,26.6
1023,1.76,75.3,M,20,24.4
1024,1.78,63.8,M,21,20.2
1025,1.75,64.1,F,26,21
1026,1.77,71.3,M,19,22.9
1027,1.69,72.2,M,18,25.4
1028,1.61,70.9,M,18,27.2
1029,1.69,64.2,F,21,22.5
1030,1.81,74.8,M,30,22.9
1031,1.71,64.8,F,20,22.1
1032,1.75,69.6,F,22,22.8
1033,1.7,65.6,M,18,22.6
1034,1.75,67.2,M,22,22
1035,1.7,77.8,M,24,26.9
1036,1.68,66.1,M,24,23.5
1037,1.73,69,M,18,23.1
1038,1.72,63.5,F,22,21.6
1039,1.72,64.1,F,23,21.7
1040,1.79,70.6,M,27,22.1
1041,1.69,71,M,22,24.8
1042,1.74,70.6,F,22,23.3
1043,1.73,66.8,F,18,22.4
1044,1.67,63.9,F,18,22.8
1045,1.7,77.2,M,18,26.9
1046,1.8,80.4,M,21,24.8
1047,1.74,66.8,M,22,22.2
1048,1.73,69.9,M,21,23.2
1049,1.73,70.1,F,28,23.5
1050,1.71,70,M,21,23.8
1051,1.75,59.9,F,18,19.6
1052,1.68,66.1,F,21,23.3
1053,1.66,70.5,M,18,25.6
1054,1.68,70.3,F,20,24.9
1055,1.72,69.7,F,21,23.6
1056,1.68,67.9,M,18,24
1057,1.71,69.7,M,21,23.9
1058,1.66,75.2,M,19,27.4
1059,1.83,81.2,M,21,24.3
1060,1.71,73.3,M,22,25
1061,1.72,72.2,M,21,24.5
1062,1.71,65.2,F,22,22.3
1063,1.7,60.6,M,22,20.9
1064,1.74,71.4,F,20,23.5
1065,1.69,60.8,F,37,21.4
1066,1.77,64.3,F,19,20.5
1067,1.64,67.2,M,21,25.1
1068,1.7,69,M,21,24
1069,1.75,70.3,F,18,23
1070,1.71,70.2,F,21,24.1
1071,1.73,68.3,M,20,22.9
1072,1.72,82,M,23,27.8
1073,1.73,76.4,M,21,25.6
1074,1.72,59.4,M,22,20.1
1075,1.7,60.7,M,20,21.1
1076,1.7,73.7,M,18,25.5
1077,1.65,66.1,M,27,24.4
1078,1.72,70.2,F,24,23.9
1079,1.68,63.9,M,18,22.7
1080,1.69,64.5,M,22,22.6
1081,1.68,63.2,F,21,22.4
1082,1.73,72,M,21,24.2
1083,1.73,70,M,21,23.3
1084,1.73,65.2,F,18,21.7
1085,1.8,79.2,M,24,24.4
1086,1.67,57.3,F,19,20.7
1087,1.74,74,F,22,24.4
1088,1.62,71.3,F,22,27.1
1089,1.8,70.7,F,26,21.8
1090,1.69,61.5,F,20,21.6
1091,1.73,65.7,F,20,21.9
1092,1.63,60.8,M,20,22.9
1093,1.8,72.9,M,21,22.6
1094,1.61,56.5,M,20,21.8
1095,1.74,69.8,M,26,23.2
1096,1.71,68,M,21,23.1
1097,1.64,66.5,M,19,24.6
1098,1.68,61.8,M,18,21.9
1099,1.74,70.3,M,19,23.3
1100,1.69,67.9,M,19,23.6
1101,1.76,68.3,M,22,22.1
1102,1.68,64,M,22,22.6
1103,1.73,70,F,23,23.3
1104,1.77,78.1,M,22,25.1
1105,1.71,66.7,F,18,22.9
1106,1.66,63.7,M,19,23.3
1107,1.69,65,F,20,22.7
1108,1.7,71.7,M,21,24.8
1109,1.82,69.6,F,22,21.1
1110,1.71,64,F,20,21.8
1111,1.72,70.1,M,18,23.6
1112,1.74,65.7,F,20,21.6
1113,1.74,73.8,M,28,24.4
1114,1.7,66.6,M,21,23.1
1115,1.75,65.7,F,18,21.4
1116,1.77,69.1,F,18,22.1
1117,1.7,72.7,M,21,25.2
1118,1.72,66.5,M,18,22.4
1119,1.74,60.3,F,20,19.9
1120,1.73,69.8,F,18,23.4
1121,1.68,64,F,19,22.8
1122,1.64,60.5,F,22,22.6
1123,1.76,71.1,F,20,22.9
1124,1.74,74,M,24,24.5
1125,1.79,71.5,F,21,22.3
1126,1.79,73.5,M,21,23
1127,1.72,64.7,F,18,21.9
1128,1.66,65.8,M,20,23.9
1129,1.68,55.9,F,27,19.9
1130,1.8,82.5,F,24,25.6
1131,1.69,65.2,F,23,22.9
1132,1.73,66.3,F,28,22.3
1133,1.77,65.6,M,20,20.8
1134,1.77,71.2,F,20,22.8
1135,1.71,68,M,20,23.4
1136,1.75,74.8,F,26,24.5
1137,1.62,57.4,F,26,21.9
1138,1.78,71,F,18,22.4
1139,1.81,76.8,M,24,23.4
1140,1.71,72.4,M,22,24.9
1141,1.78,72.6,M,26,22.9
1142,1.64,60.1,F,22,22.2
1143,1.8,67.7,F,18,20.9
1144,1.78,60,F,20,18.9
1145,1.7,65.8,F,18,22.8
1146,1.7,63.4,M,27,21.9
1147,1.77,61.3,M,19,19.7
1148,1.77,72.5,M,19,23.3
1149,1.82,76.4,M,20,23.1
1150,1.79,69.7,M,26,21.7
1151,1.76,70.9,M,20,22.9
1152,1.74,69.8,F,18,23.1
1153,1.68,60.2,F,18,21.2
1154,1.65,62.4,M,24,22.9
1155,1.8,72,M,22,22.1
1156,1.62,59.8,F,24,22.8
1157,1.73,58.2,F,26,19.5
1158,1.72,60.1,F,21,20.4
1159,1.69,63.6,F,18,22.4
1160,1.74,66.3,F,19,21.9
1161,1.67,72.4,F,21,26
1162,1.75,63.7,F,22,20.9
1163,1.69,67.3,F,20,23.6
1164,1.75,70.3,F,26,22.9
1165,1.78,78,M,22,24.5
1166,1.67,58.8,F,19,21
1167,1.7,68.4,M,21,23.6
1168,1.73,68.5,F,20,22.9
1169,1.77,80.4,M,18,25.7
1170,1.76,71.3,F,21,23
1171,1.76,67.2,M,22,21.8
1172,1.72,70,M,32,23.6
1173,1.72,69.6,F,20,23.6
1174,1.68,66.6,M,27,23.5
1175,1.72,62.6,F,23,21.2
1176,1.7,63,M,22,21.7
1177,1.73,73.1,M,21,24.4
1178,1.78,77.9,M,21,24.7
1179,1.71,60.4,F,20,20.7
1180,1.71,59.9,F,30,20.6
1181,1.66,67.2,M,18,24.3
1182,1.75,66.8,M,18,21.7
1183,1.72,74.3,F,24,25.1
1184,1.67,63.5,F,34,22.7
1185,1.75,72.4,M,19,23.6
1186,1.76,67.6,M,21,21.8
1187,1.71,73.1,M,20,24.9
1188,1.72,67.4,F,20,22.7
1189,1.64,68.8,M,24,25.6
1190,1.72,74.4,M,22,25.1
1191,1.72,67.8,F,27,23
1192,1.81,70.9,F,22,21.6
1193,1.73,68.9,F,21,23.1
1194,1.74,65.4,F,23,21.6
1195,1.75,71.1,F,22,23.1
1196,1.67,61,F,22,21.9
1197,1.72,68.2,F,18,23.1
1198,1.72,69,F,26,23.2
1199,1.71,61.3,M,22,20.8
1200,1.71,65,F,22,22.2
1201,1.72,64.1,F,19,21.7
1202,1.69,63.1,F,24,22.1
1203,1.82,82.6,M,20,25
1204,1.66,78.3,M,18,28.3
1205,1.76,73.3,M,21,23.7
1206,1.75,61.6,F,21,20.1
1207,1.67,54.8,M,21,19.7
1208,1.72,62.1,M,20,21
1209,1.83,68.3,F,19,20.3
1210,1.62,59.8,F,21,22.8
1211,1.77,70.2,M,21,22.4
1212,1.71,68.4,M,18,23.5
1213,1.74,62.6,F,21,20.6
1214,1.73,60.4,F,27,20.2
1215,1.76,62.2,F,20,20
1216,1.71,64.6,F,21,22
1217,1.68,64.4,F,21,22.8
1218,1.71,75,M,27,25.7
1219,1.76,75.6,M,22,24.3
1220,1.8,80.7,M,27,25
1221,1.71,76.5,F,28,26.1
1222,1.74,70.2,F,21,23.2
1223,1.72,69.9,M,26,23.6
1224,1.73,64.5,F,21,21.6
1225,1.75,74.6,F,22,24.3
1226,1.8,73.6,F,20,22.8
1227,1.79,79.8,M,21,24.8
1228,1.69,70.2,F,26,24.6
1229,1.72,63.9,F,18,21.6
1230,1.69,72.8,M,24,25.4
1231,1.72,68.5,F,18,23.3
1232,1.74,78.5,M,26,25.9
1233,1.76,82.7,F,28,26.8
1234,1.68,57.3,F,18,20.4
1235,1.7,72.5,F,21,25
1236,1.7,63.2,M,33,21.8
1237,1.8,70.9,F,21,22
1238,1.75,79.6,F,26,26
1239,1.67,61.3,F,18,21.9
1240,1.71,60.2,F,20,20.6
1241,1.72,71.4,F,22,24
1242,1.65,68.5,M,27,25.3
1243,1.8,74.8,M,23,23
1244,1.62,55.3,F,24,21.1
1245,1.7,64.5,F,24,22.3
1246,1.7,61.3,F,20,21.2
1247,1.72,61.9,F,21,20.9
1248,1.66,65.4,M,23,23.8
1249,1.77,65.6,F,18,21
1250,1.65,64.3,F,18,23.6
1251,1.77,74.6,F,23,23.8
1252,1.78,81.4,M,21,25.8
1253,1.76,73.1,M,19,23.6
1254,1.77,74.3,M,24,23.7
1255,1.71,66.4,F,33,22.7
1256,1.68,74.2,M,22,26.4
1257,1.71,70.2,F,22,24
1258,1.72,72,F,30,24.4
1259,1.71,60.1,F,21,20.6
1260,1.73,62.5,M,24,20.8
1261,1.76,74.3,F,22,24.1
1262,1.69,68,M,23,23.8
1263,1.63,61.8,M,19,23.4
1264,1.77,62.8,F,18,20.1
1265,1.77,70.1,M,30,22.3
1266,1.7,68.5,M,24,23.6
1267,1.73,79.2,M,26,26.5
1268,1.78,72,M,20,22.8
1269,1.69,72.8,M,22,25.5
1270,1.75,68.1,F,18,22.3
1271,1.68,69.9,M,23,24.7
1272,1.66,61.9,F,30,22.6
1273,1.67,63.1,M,20,22.7
1274,1.75,69.3,M,20,22.6
1275,1.68,61.6,F,22,21.8
1276,1.65,65.4,F,22,23.9
1277,1.69,69.3,F,22,24.2
1278,1.66,74.7,M,22,26.9
1279,1.81,79.4,F,18,24.2
1280,1.68,71,M,24,25.1
1281,1.71,75.5,M,21,25.9
1282,1.8,67.3,F,20,20.9
1283,1.68,73.6,M,32,26.2
1284,1.78,63,F,18,19.9
1285,1.67,67.6,F,18,24.1
1286,1.69,71.2,F,24,25
1287,1.69,67.9,M,24,23.7
1288,1.68,67.9,F,21,24
1289,1.71,64.2,F,20,22.1
1290,1.74,60.4,F,21,20
1291,1.76,53.7,F,21,17.4
1292,1.8,69.1,F,21,21.3
1293,1.76,70.3,M,26,22.7
1294,1.64,64.4,M,21,24
1295,1.71,64.6,F,22,22
1296,1.72,72.5,F,30,24.5
1297,1.72,67.6,F,20,22.9
1298,1.7,63.6,M,23,21.9
1299,1.7,73.1,M,18,25.2
1300,1.81,67.6,F,20,20.7
1301,1.75,70.2,M,22,23
1302,1.7,64.7,F,33,22.4
1303,1.67,66.8,M,22,23.9
1304,1.74,67,F,26,22.1
1305,1.72,67.7,M,21,23
1306,1.83,67.3,F,21,20.1
1307,1.69,73.7,F,21,25.7
1308,1.72,74.8,F,18,25.4
1309,1.77,75.3,F,21,24.2
1310,1.59,59.5,M,21,23.5
1311,1.8,80.1,M,30,24.8
1312,1.64,65,M,20,24.2
1313,1.76,71,F,19,23
1314,1.72,74.9,M,22,25.2
1315,1.75,68.1,F,18,22.2
1316,1.74,74.1,M,22,24.6
1317,1.7,69.5,M,23,24.1
1318,1.71,71.8,M,21,24.7
1319,1.75,63.5,F,19,20.7
1320,1.71,63.7,F,34,21.8
1321,1.71,62.9,M,20,21.5
1322,1.74,73.1,F,22,24.1
1323,1.69,72.4,M,18,25.3
1324,1.71,72.7,M,19,24.9
1325,1.78,70.3,M,18,22.2
1326,1.67,62.3,F,22,22.3
1327,1.74,66.5,F,28,21.9
1328,1.75,60.1,F,21,19.7
1329,1.75,65.2,M,24,21.3
1330,1.66,67.3,F,18,24.4
1331,1.76,69.3,M,21,22.3
1332,1.75,67.8,F,18,22.2
1333,1.73,61.4,F,23,20.5
1334,1.69,69.9,M,21,24.5
1335,1.65,72.1,M,22,26.4
1336,1.72,66.9,F,27,22.7
1337,1.75,64.9,F,24,21.2
1338,1.72,66.5,F,24,22.4
1339,1.63,64.5,M,19,24.2
1340,1.74,80.2,F,20,26.5
1341,1.68,58.7,F,18,20.9
1342,1.75,63.6,F,21,20.8
1343,1.65,62.8,M,19,23.1
1344,1.74,73.3,M,21,24.3
1345,1.79,79.2,M,27,24.7
1346,1.81,79.5,M,28,24.3
1347,1.73,69.9,F,18,23.2
1348,1.72,61,F,22,20.5
1349,1.74,66,F,20,21.7
1350,1.75,72.4,F,20,23.6
1351,1.66,58.1,F,19,21
1352,1.58,59,F,22,23.8
1353,1.8,73.9,M,23,22.8
1354,1.71,66.6,F,22,22.7
1355,1.7,70,M,28,24.2
1356,1.75,70.6,F,22,23.1
1357,1.72,70.8,F,22,24
1358,1.7,57.9,M,18,20
1359,1.72,64.2,F,20,21.6
1360,1.72,69.6,M,21,23.4
1361,1.74,71.4,M,26,23.6
1362,1.66,66.4,M,28,24.1
1363,1.7,72.1,F,39,24.9
1364,1.71,66.1,F,19,22.6
1365,1.77,66.3,F,30,21.1
1366,1.71,63,F,23,21.6
1367,1.83,78.8,M,21,23.6
1368,1.64,59.9,M,21,22.2
1369,1.67,59.9,F,24,21.6
1370,1.71,81.5,M,22,27.8
1371,1.77,78.7,M,23,25.2
1372,1.74,77.7,M,21,25.5
1373,1.73,68.4,F,33,22.8
1374,1.79,80.2,F,24,25.1
1375,1.68,69.5,F,26,24.6
1376,1.7,57.2,F,20,19.8
1377,1.8,63.4,F,20,19.6
1378,1.8,74.3,M,26,22.9
1379,1.78,74.2,M,21,23.4
1380,1.79,63.1,F,22,19.8
1381,1.71,69.1,M,20,23.7
1382,1.79,63.6,F,20,19.8
1383,1.66,57.3,F,18,20.7
1384,1.7,67.4,F,20,23.3
1385,1.71,72.1,M,20,24.5
1386,1.86,76.1,M,18,22.1
1387,1.62,58.6,F,22,22.5
1388,1.74,65.2,F,22,21.4
1389,1.66,64.6,F,22,23.4
1390,1.75,74.6,F,28,24.2
1391,1.68,67.8,F,24,24.1
1392,1.7,68.6,M,21,23.7
1393,1.71,63.8,F,20,21.9
1394,1.64,64.8,M,24,24.1
1395,1.78,72.9,M,26,23
1396,1.81,81,M,22,24.6
1397,1.72,70.7,F,21,23.9
1398,1.75,66.5,M,20,21.7
1399,1.74,72.1,F,22,23.8
1400,1.84,73,M,21,21.5
1401,1.68,69.3,F,21,24.7
1402,1.71,58.8,F,22,20.1
1403,1.73,71.3,F,18,23.9
1404,1.74,74.5,M,19,24.7
1405,1.81,74.6,M,21,22.8
1406,1.8,73.9,F,28,22.8
1407,1.72,80.4,M,18,27.1
1408,1.74,72.8,F,20,24.1
1409,1.73,75.9,F,24,25.3
1410,1.72,67.9,M,24,22.9
1411,1.67,64.2,F,26,23
1412,1.81,77.2,F,20,23.6
1413,1.77,77,M,23,24.5
1414,1.76,69.1,M,22,22.2
1415,1.75,72.2,F,19,23.7
1416,1.71,65,F,20,22.3
1417,1.67,69.5,M,22,25
1418,1.75,70.4,M,18,23
1419,1.66,60.1,F,22,21.7
1420,1.75,76.1,F,24,24.8
1421,1.71,79.4,M,22,27.1
1422,1.74,71.4,M,27,23.5
1423,1.69,70.8,F,27,24.6
1424,1.87,74.3,F,26,21.2
1425,1.78,75.6,M,20,24
1426,1.74,65.8,F,21,21.7
1427,1.75,58.4,M,20,19
1428,1.74,71.6,M,24,23.8
1429,1.67,63.2,F,19,22.6
1430,1.7,75.2,M,22,25.9
1431,1.68,52,F,24,18.4
1432,1.67,61.6,F,28,22.1
1433,1.68,71,M,21,25.1
1434,1.63,71.7,M,20,26.9
1435,1.78,77.9,M,26,24.7
1436,1.7,67.8,M,20,23.4
1437,1.7,70.5,F,18,24.3
1438,1.66,64.6,M,22,23.5
1439,1.78,70,M,21,22.1
1440,1.73,63.7,M,18,21.4
1441,1.69,65.5,M,18,23
1442,1.79,67.6,F,20,21.1
1443,1.72,73.4,F,19,24.7
1444,1.8,79,M,22,24.3
1445,1.68,58.3,F,18,20.7
1446,1.83,80.6,M,18,24.1
1447,1.79,71.7,F,21,22.4
1448,1.73,65.7,M,21,22
1449,1.62,58.1,F,19,22.1
1450,1.7,63.8,M,21,22.1
1451,1.74,64.9,F,18,21.3
1452,1.71,66.5,F,21,22.8
1453,1.75,73.9,F,18,24.3
1454,1.59,61.8,F,26,24.5
1455,1.73,65,F,20,21.8
1456,1.74,61.1,F,19,20.3
1457,1.78,79.5,F,22,25.1
1458,1.7,69.9,M,20,24.2
1459,1.73,70.8,F,21,23.7
1460,1.78,65.1,F,19,20.6
1461,1.68,63.8,F,24,22.5
1462,1.72,62.5,F,19,21.2
1463,1.6,71.4,M,22,28
1464,1.71,73,F,21,25
1465,1.67,65.2,M,28,23.4
1466,1.76,63.9,F,21,20.6
1467,1.76,77.2,F,18,24.9
1468,1.67,63.5,F,19,22.7
1469,1.65,69.1,M,26,25.4
1470,1.71,64.1,F,18,21.9
1471,1.71,70.3,F,18,24
1472,1.69,66.1,M,18,23.3
1473,1.75,66.9,M,21,21.8
1474,1.74,76.1,M,21,25.2
1475,1.6,60.3,F,22,23.5
1476,1.65,65.2,M,20,23.8
1477,1.75,73.1,F,24,23.9
1478,1.7,71.8,M,22,24.9
1479,1.75,70.6,M,18,23
1480,1.75,69.4,M,24,22.7
1481,1.83,69.5,F,26,20.8
1482,1.67,67.3,M,18,24.1
1483,1.67,60.2,F,27,21.6
1484,1.74,70.7,M,19,23.5
1485,1.71,72.3,F,21,24.6
1486,1.71,69.7,F,18,23.9
1487,1.68,63.3,M,22,22.6
1488,1.69,71.9,F,24,25.1
1489,1.79,78.7,M,18,24.5
1490,1.73,69,M,23,23.1
1491,1.67,69.4,M,19,24.9
1492,1.74,68.4,F,26,22.6
1493,1.66,63.2,M,22,22.9
1494,1.72,68.5,M,26,23.1
1495,1.77,74.3,F,22,23.7
1496,1.8,69.8,M,18,21.6
1497,1.72,66.1,F,21,22.4
1498,1.69,63.2,F,20,22.2
1499,1.73,61.6,F,19,20.6
1500,1.72,69.1,F,20,23.5
1501,1.8,66,F,19,20.4
1502,1.81,74.2,M,19,22.7
1503,1.73,68.3,F,22,22.9
1504,1.71,72.3,F,18,24.8
1505,1.69,72.2,F,20,25.4
1506,1.78,69.5,M,22,22
1507,1.81,74.1,M,18,22.5
1508,1.71,57.9,M,20,19.8
1509,1.77,76.6,M,19,24.5
1510,1.72,76.1,F,18,25.9
1511,1.61,58,F,20,22.5
1512,1.75,74.7,F,19,24.3
1513,1.68,69.4,F,21,24.6
1514,1.7,66.4,M,21,23
1515,1.66,64.8,F,21,23.6
1516,1.68,63.5,M,22,22.5
1517,1.74,70.3,F,22,23.2
1518,1.71,68.1,M,32,23.4
1519,1.78,67.9,F,20,21.4
1520,1.77,77.7,M,18,24.8
1521,1.65,68.4,M,22,25.2
1522,1.78,69.8,F,18,22.1
1523,1.73,70.4,F,26,23.5
1524,1.69,64.4,F,24,22.7
1525,1.69,69.5,F,20,24.3
1526,1.77,72.9,M,20,23.2
1527,1.65,70.8,M,24,26
1528,1.69,63.7,F,27,22.2
1529,1.75,79.9,M,18,26
1530,1.71,68.1,M,19,23.2
1531,1.65,58.1,F,18,21.3
1532,1.76,73.3,M,20,23.8
1533,1.76,72.5,F,19,23.5
1534,1.71,67.8,F,19,23.2
1535,1.71,70.8,M,19,24.1
1536,1.68,68.5,M,22,24.2
1537,1.8,68.5,F,20,21.2
1538,1.69,61.3,F,19,21.4
1539,1.75,70.5,F,20,23
1540,1.81,75.6,F,18,23.1
1541,1.72,72.7,F,19,24.5
1542,1.74,65.4,M,20,21.5
1543,1.68,74.8,M,19,26.5
1544,1.69,68.4,M,21,24
1545,1.76,77,M,18,24.9
1546,1.67,61.7,F,19,22.1
1547,1.69,62.5,F,27,22
1548,1.7,69.8,M,19,24.2
1549,1.74,70.7,M,26,23.3
1550,1.66,64.1,F,20,23.3
1551,1.75,61,M,26,19.8
1552,1.69,64.9,F,19,22.8
1553,1.65,58,F,18,21.4
